AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	isolate	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	dev_stage	sex	tissue
302	SAMN04376353	SRX1509880	cs2.4-4	2834	1944	SRR3068937	SRS1230185	cs2.4	cs2.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376354	SRX1509881	cs2.5-1	3018	2064	SRR3068938	SRS1230184	cs2.5	cs2.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376354	SRX1509882	cs2.5-2	2989	2044	SRR3068939	SRS1230184	cs2.5	cs2.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376354	SRX1509883	cs2.5-3	2952	2018	SRR3068940	SRS1230184	cs2.5	cs2.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376354	SRX1509884	cs2.5-4	2962	2025	SRR3068941	SRS1230184	cs2.5	cs2.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376355	SRX1509885	cs2.6-1	2624	1797	SRR3068942	SRS1230183	cs2.6	cs2.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376355	SRX1509886	cs2.6-2	2602	1782	SRR3068943	SRS1230183	cs2.6	cs2.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376355	SRX1509887	cs2.6-3	2573	1761	SRR3068944	SRS1230183	cs2.6	cs2.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376355	SRX1509888	cs2.6-4	2582	1768	SRR3068945	SRS1230183	cs2.6	cs2.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376356	SRX1509889	cs2.7-1	2808	1921	SRR3068946	SRS1230182	cs2.7	cs2.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376356	SRX1509890	cs2.7-2	2778	1901	SRR3068947	SRS1230182	cs2.7	cs2.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376356	SRX1509891	cs2.7-3	2743	1876	SRR3068948	SRS1230182	cs2.7	cs2.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376356	SRX1509892	cs2.7-4	2753	1884	SRR3068949	SRS1230182	cs2.7	cs2.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376357	SRX1509893	cs2.8-1	3216	2210	SRR3068950	SRS1230181	cs2.8	cs2.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376357	SRX1509894	cs2.8-2	3198	2199	SRR3068951	SRS1230181	cs2.8	cs2.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376357	SRX1509895	cs2.8-3	3163	2173	SRR3068952	SRS1230181	cs2.8	cs2.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376357	SRX1509896	cs2.8-4	3177	2184	SRR3068953	SRS1230181	cs2.8	cs2.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376358	SRX1509897	cs5.1-1	2036	1393	SRR3068954	SRS1230180	cs5.1	cs5.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376358	SRX1509898	cs5.1-2	2051	1403	SRR3068955	SRS1230180	cs5.1	cs5.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376358	SRX1509899	cs5.1-3	2029	1387	SRR3068956	SRS1230180	cs5.1	cs5.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376358	SRX1509900	cs5.1-4	2043	1398	SRR3068957	SRS1230180	cs5.1	cs5.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376359	SRX1509901	cs5.2-1	2668	1832	SRR3068958	SRS1230179	cs5.2	cs5.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376359	SRX1509902	cs5.2-2	2663	1829	SRR3068959	SRS1230179	cs5.2	cs5.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376359	SRX1509903	cs5.2-3	2629	1804	SRR3068960	SRS1230179	cs5.2	cs5.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376359	SRX1509904	cs5.2-4	2642	1814	SRR3068961	SRS1230179	cs5.2	cs5.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376360	SRX1509905	cs5.3-1	2367	1618	SRR3068962	SRS1230178	cs5.3	cs5.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376360	SRX1509906	cs5.3-2	2352	1608	SRR3068963	SRS1230178	cs5.3	cs5.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376360	SRX1509907	cs5.3-3	2318	1584	SRR3068964	SRS1230178	cs5.3	cs5.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376360	SRX1509908	cs5.3-4	2331	1593	SRR3068965	SRS1230178	cs5.3	cs5.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376361	SRX1509909	cs5.4-1	2588	1775	SRR3068966	SRS1230177	cs5.4	cs5.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376361	SRX1509910	cs5.4-2	2562	1758	SRR3068967	SRS1230177	cs5.4	cs5.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376361	SRX1509911	cs5.4-3	2530	1735	SRR3068968	SRS1230177	cs5.4	cs5.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376361	SRX1509912	cs5.4-4	2539	1742	SRR3068969	SRS1230177	cs5.4	cs5.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376362	SRX1509913	cs5.5-1	2346	1606	SRR3068970	SRS1230176	cs5.5	cs5.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376362	SRX1509914	cs5.5-2	2364	1619	SRR3068971	SRS1230176	cs5.5	cs5.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376362	SRX1509915	cs5.5-3	2337	1599	SRR3068972	SRS1230176	cs5.5	cs5.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376362	SRX1509916	cs5.5-4	2353	1611	SRR3068973	SRS1230176	cs5.5	cs5.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376363	SRX1509917	cs5.6-1	1955	1340	SRR3068974	SRS1230175	cs5.6	cs5.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376363	SRX1509918	cs5.6-2	1970	1351	SRR3068975	SRS1230175	cs5.6	cs5.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376363	SRX1509919	cs5.6-3	1944	1333	SRR3068976	SRS1230175	cs5.6	cs5.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376363	SRX1509920	cs5.6-4	1958	1342	SRR3068977	SRS1230175	cs5.6	cs5.6	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376364	SRX1509921	cs5.7-1	2189	1497	SRR3068978	SRS1230174	cs5.7	cs5.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376364	SRX1509922	cs5.7-2	2210	1512	SRR3068979	SRS1230174	cs5.7	cs5.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376364	SRX1509923	cs5.7-3	2181	1492	SRR3068980	SRS1230174	cs5.7	cs5.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376364	SRX1509924	cs5.7-4	2195	1501	SRR3068981	SRS1230174	cs5.7	cs5.7	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376365	SRX1509925	cs5.8-1	2373	1623	SRR3068982	SRS1230173	cs5.8	cs5.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376365	SRX1509926	cs5.8-2	2385	1632	SRR3068983	SRS1230173	cs5.8	cs5.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376365	SRX1509927	cs5.8-3	2356	1612	SRR3068984	SRS1230173	cs5.8	cs5.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376365	SRX1509928	cs5.8-4	2371	1622	SRR3068985	SRS1230173	cs5.8	cs5.8	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376366	SRX1509929	cs6.1-1	2633	1800	SRR3068986	SRS1230172	cs6.1	cs6.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376366	SRX1509930	cs6.1-2	2612	1787	SRR3068987	SRS1230172	cs6.1	cs6.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376366	SRX1509931	cs6.1-3	2584	1766	SRR3068988	SRS1230172	cs6.1	cs6.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376366	SRX1509932	cs6.1-4	2593	1773	SRR3068989	SRS1230172	cs6.1	cs6.1	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376367	SRX1509933	cs6.2-1	2458	1683	SRR3068990	SRS1230171	cs6.2	cs6.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376367	SRX1509934	cs6.2-2	2416	1651	SRR3068991	SRS1230171	cs6.2	cs6.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376367	SRX1509935	cs6.2-3	2427	1661	SRR3068992	SRS1230171	cs6.2	cs6.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376367	SRX1509936	cs6.2-4	2430	1671	SRR3068993	SRS1230171	cs6.2	cs6.2	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376368	SRX1509937	cs6.3-1	2225	1524	SRR3068994	SRS1230170	cs6.3	cs6.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376368	SRX1509938	cs6.3-2	2185	1494	SRR3068995	SRS1230170	cs6.3	cs6.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376368	SRX1509939	cs6.3-3	2195	1504	SRR3068996	SRS1230170	cs6.3	cs6.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376368	SRX1509940	cs6.3-4	2200	1514	SRR3068997	SRS1230170	cs6.3	cs6.3	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376369	SRX1509941	cs6.4-1	2102	1435	SRR3068998	SRS1230169	cs6.4	cs6.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376369	SRX1509942	cs6.4-2	2068	1410	SRR3068999	SRS1230169	cs6.4	cs6.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376369	SRX1509943	cs6.4-3	2076	1418	SRR3069000	SRS1230169	cs6.4	cs6.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376369	SRX1509944	cs6.4-4	2072	1422	SRR3069001	SRS1230169	cs6.4	cs6.4	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376370	SRX1509945	cs6.5-1	2945	2016	SRR3069002	SRS1230168	cs6.5	cs6.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376370	SRX1509946	cs6.5-2	2902	1983	SRR3069003	SRS1230168	cs6.5	cs6.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376370	SRX1509947	cs6.5-3	2905	1989	SRR3069004	SRS1230168	cs6.5	cs6.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
302	SAMN04376370	SRX1509948	cs6.5-4	2908	1999	SRR3069005	SRS1230168	cs6.5	cs6.5	WGS	PRJNA307070	Model organism or animal	STOWERS INSTITUTE FOR MEDICAL RESEARCH	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2016-01-04	Drosophila melanogaster	ILLUMINA	2016-03-07	SRP067964	adult	male	whole organism
